date,SPX Index,SPW Index,MXEA Index,MXWOU Index
2016-09-21,0.010927,0.013361000000000001,0.010653999999999999,0.010870999999999999
2016-09-22,0.006515999999999999,0.007731,0.017099,0.017383
2016-09-23,-0.005737,-0.005443,-0.006555,-0.007206000000000001
2016-09-26,-0.008502,-0.007462,-0.008813,-0.008746
2016-09-27,0.006491,0.004757,-0.000844,-0.0016309999999999999
2016-09-28,0.005519,0.007357,0.001512,0.002464
2016-09-29,-0.009297,-0.008918,0.004573,0.0054069999999999995
2016-09-30,0.007973000000000001,0.00847,-0.0028899999999999998,-0.0030320000000000004
2016-10-03,-0.003135,-0.00395,0.000824,0.000601
2016-10-04,-0.004862,-0.006421,0.001075,1.1999999999999999e-05
2016-10-05,0.004705,0.005904,-0.002006,-0.001364
2016-10-06,0.000508,0.00048300000000000003,-0.003703,-0.003759
2016-10-07,-0.003221,-0.005454,-0.0038369999999999997,-0.003795
2016-10-10,0.004606,0.004561,0.002908,0.003328
2016-10-11,-0.01244,-0.014990000000000002,-0.009195,-0.008866
2016-10-12,0.001229,0.0014680000000000001,-0.009154,-0.008392
2016-10-13,-0.003063,-0.003626,-0.00473,-0.003926
2016-10-14,0.000202,-0.0006950000000000001,0.006256,0.0059099999999999995
2016-10-17,-0.003011,-0.003606,-0.004647,-0.004194
2016-10-18,0.00616,0.007046,0.01022,0.010350999999999999
2016-10-19,0.002337,0.004694,0.0039429999999999995,0.004931
2016-10-20,-0.001305,-0.001177,-0.00012200000000000001,-0.001424
2016-10-21,-7.900000000000001e-05,-0.000962,-0.004385,-0.00424
2016-10-24,0.004755,0.0032990000000000003,0.00032300000000000004,0.000168
2016-10-25,-0.003766,-0.0063349999999999995,-0.001229,-0.001453
2016-10-26,-0.001727,-0.00043,0.0009279999999999999,0.000796
2016-10-27,-0.002949,-0.005695,-0.002964,-0.0027289999999999997
2016-10-28,-0.003053,0.000164,-0.000879,-0.001
2016-10-31,-0.000119,0.001689,0.000138,-0.00013299999999999998
2016-11-01,-0.006776,-0.008213,-0.000226,-0.000143
2016-11-02,-0.006399,-0.007594,-0.0056359999999999995,-0.006209
2016-11-03,-0.004058,-0.0031230000000000003,-0.001885,-0.0017879999999999999
2016-11-04,-0.0016409999999999999,-7.2e-05,-0.007838000000000001,-0.00775
2016-11-07,0.022233,0.021953999999999998,0.0051790000000000004,0.005787
2016-11-08,0.004264,0.003653,0.00322,0.0034189999999999997
2016-11-09,0.011147,0.012119999999999999,-0.010192000000000001,-0.009337
2016-11-10,0.002046,0.007155,0.006379,0.0056159999999999995
2016-11-11,-0.0013980000000000002,2.8999999999999997e-05,-0.0034289999999999998,-0.004373
2016-11-14,2.8999999999999997e-05,0.008249,-0.007179,-0.006625
2016-11-15,0.007716,0.007319,0.0017530000000000002,0.0031430000000000004
2016-11-16,-0.001303,-0.004087,-0.00331,-0.002788
2016-11-17,0.004735,0.005393,0.005193,0.005411
2016-11-18,-0.002228,-0.0026290000000000003,-0.011325,-0.010678
2016-11-21,0.007476,0.008005,0.006842,0.008206999999999999
2016-11-22,0.002212,0.0030559999999999997,0.00043400000000000003,0.000599
2016-11-23,0.000841,0.0029210000000000004,-0.006177,-0.006169
2016-11-24,0.0,0.0,0.006085,0.0054930000000000005
2016-11-25,0.003934,0.003273,0.005685,0.0050349999999999995
2016-11-28,-0.0051270000000000005,-0.00666,-0.003758,-0.003222
2016-11-29,0.001571,0.000328,0.002111,0.0016239999999999998
2016-11-30,-0.002438,0.000275,-0.001183,-0.0005600000000000001
2016-12-01,-0.003477,-0.0032379999999999996,0.000862,0.001243
2016-12-02,0.000397,0.000829,-0.000223,9.7e-05
2016-12-05,0.005921999999999999,0.00781,0.004063,0.0041860000000000005
2016-12-06,0.003437,0.004582,0.009725000000000001,0.008879
2016-12-07,0.013357,0.014398,0.01191,0.011886
2016-12-08,0.002262,0.004475,0.001529,0.001877
2016-12-09,0.005947,0.0023380000000000002,0.0016220000000000002,0.0020210000000000002
2016-12-12,-0.001084,-0.004819,0.002253,0.002122
2016-12-13,0.006713,0.004129,0.00996,0.009794
2016-12-14,-0.008061,-0.010717,-0.001478,-0.002209
2016-12-15,0.003928,0.003633,-0.018585,-0.018682
2016-12-16,-0.0017230000000000001,-0.0025840000000000004,0.0025480000000000004,0.002732
2016-12-19,0.00199,0.001382,0.0036070000000000004,0.0031969999999999998
2016-12-20,0.003781,0.0034920000000000003,-0.0022170000000000002,-0.001798
2016-12-21,-0.002423,-0.002454,0.002141,0.001934
2016-12-22,-0.0017360000000000001,-0.0038179999999999998,0.000172,-0.000135
2016-12-23,0.0012929999999999999,0.0021190000000000002,0.00012200000000000001,-0.000294
2016-12-26,0.0,0.0,-0.001057,-0.000963
